,Loss,RMSE
0,0.7102747326522085,0.8427778482437134
1,0.10653127877116528,0.3263913094997406
2,0.07571348864866201,0.27516084909439087
3,0.06267519752327214,0.2503501772880554
4,0.050870230917474654,0.22554431855678558
5,0.042833640341882466,0.2069629430770874
6,0.038889411465078454,0.19720397889614105
7,0.03468487124332752,0.18623875081539154
8,0.028852737645678382,0.16986092925071716
9,0.025494581782217567,0.15967021882534027
10,0.024083528319944945,0.1551886945962906
11,0.02296245588611698,0.15153367817401886
12,0.01996836850649551,0.1413094699382782
13,0.020493602577561013,0.14315585792064667
14,0.018394561714704872,0.13562653958797455
15,0.015712240522253666,0.12534846365451813
16,0.014611117777964339,0.12087644636631012
17,0.014748373290144992,0.12144286930561066
18,0.01390744928068095,0.1179298534989357
19,0.013055521549907214,0.11426078528165817
20,0.013251320751500041,0.11511437594890594
21,0.011725853784580357,0.10828597098588943
22,0.011947910220461625,0.10930649936199188
23,0.013279573597762936,0.1152370348572731
24,0.011111006229761036,0.10540877282619476
25,0.010346586083957086,0.10171817243099213
26,0.01014151113164347,0.10070505738258362
27,0.009296047881007238,0.09641601145267487
28,0.009219693691263013,0.09601922333240509
29,0.010310048410044927,0.10153841972351074
30,0.010082049371830075,0.10040941834449768
31,0.008375015682521364,0.09151511639356613
32,0.008171281792390045,0.09039513766765594
33,0.007926984433808655,0.08903361856937408
34,0.009699041262056379,0.09848371148109436
35,0.008198165588881336,0.0905437171459198
36,0.008606938347443898,0.09277358651161194
37,0.007750012369840319,0.08803416788578033
38,0.0077528796803596955,0.08805044740438461
39,0.007103135277867762,0.0842801108956337
40,0.007235009553104943,0.08505886793136597
41,0.007105260827033287,0.08429272472858429
42,0.006691300300121107,0.08180037140846252
43,0.006170401935613095,0.07855191081762314
44,0.006400654791981128,0.08000409603118896
45,0.007813590028761891,0.08839450776576996
46,0.006069599344789402,0.07790762931108475
47,0.007517176224763606,0.0867016613483429
48,0.006699790607310305,0.0818522572517395
49,0.00548212106785402,0.07404133677482605
50,0.006448862141845086,0.08030480146408081
51,0.007030596528110873,0.08384864032268524
52,0.00563944700908629,0.0750962570309639
53,0.007692163445291151,0.08770497143268585
54,0.007072472251231151,0.08409798890352249
55,0.005933027337204514,0.07702615112066269
56,0.005570865859502886,0.0746382400393486
57,0.006383436889316731,0.07989642769098282
58,0.007422840937588095,0.08615590631961823
59,0.005455781164931408,0.07386326044797897
60,0.0046905607813479975,0.06848766654729843
61,0.006201609036292819,0.07875030487775803
62,0.005572944951569263,0.07465215027332306
63,0.005858009980005814,0.07653763890266418
64,0.005521008293692092,0.07430348545312881
65,0.005065388689293355,0.07117155194282532
66,0.004822424141013948,0.06944367289543152
67,0.004994716138897745,0.07067330181598663
68,0.004546248240163084,0.06742588430643082
69,0.00516349602124297,0.07185747474431992
70,0.004646601251901615,0.06816598027944565
71,0.0049694114383475995,0.07049405574798584
72,0.004369255789017064,0.0661003440618515
73,0.004836419096011367,0.06954436749219894
74,0.004353064558641615,0.06597775220870972
75,0.006365090660741385,0.07978150993585587
76,0.005150440186805586,0.07176656275987625
77,0.004536055096836009,0.06735025346279144
78,0.0046280754322598865,0.06802994757890701
79,0.004402474132687303,0.06635113805532455
80,0.004668869915520076,0.06832911819219589
81,0.004959591631444909,0.07042435556650162
82,0.004004853518896104,0.06328391283750534
83,0.005316125072397994,0.07291177660226822
84,0.004774365745792279,0.06909678131341934
85,0.003891921202894087,0.06238526105880737
86,0.004343983184643073,0.06590888649225235
87,0.004563777562595838,0.0675557479262352
88,0.004344787683972466,0.06591500341892242
89,0.004749443058322027,0.0689161941409111
90,0.004044167807136442,0.06359376758337021
91,0.004242935721755537,0.06513781100511551
92,0.003654814065565924,0.06045506149530411
93,0.00401566652105361,0.06336929649114609
94,0.004966213688196117,0.07047136127948761
