,Loss,RMSE
0,0.051322218477433096,0.22654403746128082
1,0.0016395923713893592,0.04049188271164894
2,0.0008532757796344813,0.029210884124040604
3,0.00045330464587508114,0.02129095420241356
4,0.00027372232472162676,0.016544558107852936
5,0.00016605129912498998,0.012886089272797108
6,0.00011575438720671877,0.010758920572698116
7,7.421277367664896e-05,0.008614683523774147
8,4.9595220184234976e-05,0.007042387034744024
9,3.747875998067959e-05,0.006121990270912647
10,3.236010489860794e-05,0.005688594188541174
11,2.5689570324293672e-05,0.005068487487733364
12,2.4700852477671157e-05,0.004969995003193617
13,2.545112917464517e-05,0.005044910591095686
14,2.088698621310612e-05,0.004570228513330221
15,1.9361195208022788e-05,0.004400135949254036
16,1.6335394010778037e-05,0.004041707143187523
17,1.4814667837684172e-05,0.0038489822763949633
18,1.4237876188512662e-05,0.0037733111530542374
19,1.4864647256713555e-05,0.0038554698694497347
20,1.2817874538400933e-05,0.0035802058409899473
21,1.3116814348260745e-05,0.003621714422479272
22,1.1429088323561843e-05,0.0033806930296123028
23,1.1148598290599211e-05,0.003338951850309968
24,1.0964739874413523e-05,0.0033113048411905766
25,1.211980075593643e-05,0.0034813506063073874
26,1.0425391512201998e-05,0.003228837391361594
27,1.0378618238240929e-05,0.0032215863466262817
28,1.0751705595989118e-05,0.0032789793331176043
29,9.497351580401345e-06,0.003081777598708868
30,9.349939238760268e-06,0.0030577671714127064
31,1.0740465568269421e-05,0.003277264768257737
32,9.505633074927945e-06,0.0030831205658614635
33,1.714515242706866e-05,0.004140670411288738
34,9.879027097847244e-06,0.0031430921517312527
35,1.004383398879771e-05,0.003169200848788023
36,8.066216906167442e-06,0.0028401087038218975
37,1.2962955958208874e-05,0.0036004106514155865
38,5.044175643182127e-05,0.007102236617356539
39,1.2263970580905085e-05,0.003501995000988245
40,1.246237947235475e-05,0.003530210116878152
41,1.1419913085075474e-05,0.003379336092621088
42,1.5637243545229163e-05,0.003954395651817322
43,1.381603543721163e-05,0.0037169926799833775
44,2.0146784645148788e-05,0.004488516598939896
45,2.3371976883300242e-05,0.00483445730060339
46,1.0018848654727943e-05,0.003165255766361952
47,1.7262901863543594e-05,0.00415486516430974
48,7.132323172752794e-06,0.0026706410571932793
49,8.445162110143998e-06,0.0029060563538223505
50,1.0803853341816464e-05,0.0032869214192032814
51,1.3031911945502917e-05,0.003609974170103669
52,9.049646681019023e-06,0.0030082627199590206
53,1.2813608189687854e-05,0.0035796102602034807
54,1.9121917988712422e-05,0.004372861236333847
55,1.6779359356534746e-05,0.004096261691302061
56,2.961655793597355e-05,0.005442109424620867
57,2.5363675456473666e-05,0.005036237183958292
58,1.968351727024225e-05,0.004436610732227564
59,1.5980755378990274e-05,0.003997593652456999
60,8.857756242587175e-06,0.0029761982150375843
61,8.374558744564945e-06,0.002893882803618908
62,8.391814830580623e-06,0.0028968630358576775
63,1.3483044830855785e-05,0.0036719266790896654
64,3.0607104141398765e-05,0.005532368551939726
65,9.137708092599986e-06,0.0030228644609451294
66,1.2164684027822195e-05,0.0034877904690802097
67,1.757730517148444e-05,0.004192529711872339
68,1.2956569633889714e-05,0.0035995233338326216
69,1.9006315804748655e-05,0.004359623417258263
70,2.6340071858152196e-05,0.005132258404046297
71,3.6824035850407914e-05,0.00606828136369586
