1.067899987101554871e-01,1.243799999356269698e-01,7.465799897909164429e-02,-2.064400017261504849e-01,-5.650699734687804066e-01,-6.208000183105468750e-01,-5.681300163269041859e-01,-3.314499855041503906e-01,3.006899952888488770e-01,1.001299977302551270e+00,8.771600127220153809e-01,-1.237299963831901689e-01,-9.433100223541259766e-01,-9.738799929618835449e-01,1.224299967288970808e-01,4.234499931335449219e-01,5.004100203514100231e-01,3.019999861717223566e-01,-3.856800124049186707e-02,-3.641900122165679932e-01,-5.987100005149841309e-01,-1.571500003337859830e-01,-2.068399935960769376e-01,-3.628199994564056396e-01,-3.964399993419647772e-01,2.311400026082991999e-01,2.299499958753585538e-01,5.417099967598915794e-02,5.229399800300598145e-01,5.513799786567687988e-01,4.377099871635437012e-01,-7.903299927711487927e-01,-1.026499986648559570e+00,-1.013499975204467329e+00,-9.301099777221679688e-01,1.449300050735473633e-01,3.409099876880645752e-01,5.054600238800047718e-01,5.266699790954588734e-01,3.396799862384796143e-01,-9.292899630963802338e-03,-2.181300073862076361e-01
8.240199834108352661e-02,1.149500012397765975e-01,1.221200004220008711e-01,-1.077499985694885115e-01,-5.094900131225585938e-01,-6.257299780845642090e-01,-5.968599915504455566e-01,-3.982000052928925116e-01,1.687700003385543823e-01,9.475399851799012341e-01,1.023399949073791726e+00,1.443600058555603027e-01,-8.488100171089171253e-01,-9.817600250244139515e-01,9.852799773216247559e-02,4.151499867439270575e-01,5.341299772262573242e-01,3.692800104618073065e-01,3.648800030350684426e-02,-2.689299881458282471e-01,-5.667099952697753906e-01,-1.450099945068359097e-01,-1.559000015258789062e-01,-4.154300093650817316e-01,-4.537599980831146240e-01,1.586000025272369385e-01,1.435299962759017944e-01,-3.811499848961830833e-02,5.204700231552124023e-01,6.493999958038330078e-01,6.211699843406676136e-01,-6.434599757194519043e-01,-9.750599861145021752e-01,-1.001399993896484375e+00,-9.524400234222412109e-01,1.306599974632263184e-01,3.018200099468231201e-01,5.298699736595153809e-01,5.627300143241882324e-01,4.064899981021881104e-01,6.368900090456008911e-02,-1.096099987626075467e-01
5.469299852848052285e-02,9.496100246906280518e-02,1.552799940109252652e-01,-9.251199662685392552e-03,-4.348799884319305420e-01,-6.204000115394592285e-01,-6.205899715423583984e-01,-4.515199959278106134e-01,3.228300064802169800e-02,8.764299750328063965e-01,1.093700051307678223e+00,4.205600023269652765e-01,-7.047299742698669434e-01,-9.738600254058835670e-01,7.170099765062332153e-02,3.983899950981140137e-01,5.589100122451782227e-01,4.296599924564361572e-01,1.146100014448166032e-01,-1.733800023794173917e-01,-5.000600218772888184e-01,-1.281999945640563965e-01,-1.045000031590461592e-01,-4.607299864292144775e-01,-5.029399991035462536e-01,8.598899841308593750e-02,6.480699777603149414e-02,-1.148499995470046997e-01,4.998300075531005859e-01,7.267199754714966931e-01,7.862700223922729492e-01,-4.632900059223175049e-01,-8.853200078010559082e-01,-9.587799906730651855e-01,-9.529200196266174316e-01,1.119199991226196150e-01,2.572900056838989258e-01,5.449600219726562500e-01,5.901399850845335804e-01,4.652900099754332941e-01,1.343899965286254605e-01,-1.315199956297874451e-02
2.471899986267089497e-02,6.508699804544450240e-02,1.716399937868118009e-01,8.314300328493118286e-02,-3.406099975109099787e-01,-6.014500260353088379e-01,-6.388800144195556641e-01,-4.896099865436552845e-01,-1.052400022745132446e-01,7.867299914360046387e-01,1.100700020790100098e+00,6.837900280952452503e-01,-5.092700123786926270e-01,-9.359499812126159668e-01,4.279899969696998596e-02,3.733800053596496582e-01,5.740100145339964710e-01,4.821999967098236084e-01,1.943400055170059204e-01,-8.565700054168701172e-02,-4.104300141334534247e-01,-1.072700023651123047e-01,-5.446999892592430115e-02,-4.978699982166290838e-01,-5.439000129699707031e-01,1.231699995696544821e-02,-8.392699994146822148e-03,-1.831299960613251010e-01,4.603300094604492188e-01,7.773500084877015270e-01,9.192500114440915748e-01,-2.552399933338164728e-01,-7.515500187873841442e-01,-8.742300271987916149e-01,-9.579799771308900036e-01,8.940900117158889771e-02,2.087399959564208707e-01,5.505999922752380371e-01,6.085900068283081055e-01,5.158699750900268555e-01,2.068199962377548218e-01,6.837999820709228516e-02
-6.265299860388040543e-03,2.696499973535537720e-02,1.707299947738647183e-01,1.630599945783615112e-01,-2.289499938488006592e-01,-5.652199983596800648e-01,-6.504700183868408203e-01,-5.115299820899963379e-01,-2.404499948024749478e-01,6.747800111770628773e-01,1.079300045967102051e+00,9.313399791717528187e-01,-2.685999870300292414e-01,-8.558300137519836426e-01,1.282900013029575174e-02,3.409099876880645752e-01,5.791900157928465687e-01,5.266699790954588734e-01,2.721099853515625000e-01,-7.709799800068140897e-03,-3.073700070381163996e-01,-8.294200152158738570e-02,-7.530299946665763855e-03,-5.265200138092041016e-01,-5.763300061225891113e-01,-6.436999887228010697e-02,-8.089300245046615601e-02,-2.497099936008453092e-01,4.030700027942657471e-01,7.972599864006042480e-01,1.003600001335144043e+00,-2.745999954640865326e-02,-5.731899738311767578e-01,-7.404500246047972523e-01,-9.703500270843503639e-01,6.391999870538712936e-02,1.577100008726119995e-01,5.462300181388854980e-01,6.174100041389464222e-01,5.584499835968018688e-01,2.799000144004821777e-01,1.397099941968917847e-01
-3.703299909830092690e-02,-1.773300021886825562e-02,1.529899984598159790e-01,2.240000069141388217e-01,-1.040100008249282837e-01,-5.072699785232543945e-01,-6.524800062179565430e-01,-5.160300135612487793e-01,-3.693000078201293390e-01,5.385800004005432129e-01,1.048799991607666016e+00,1.032699942588806152e+00,7.382200099527835846e-03,-7.238199710845947266e-01,-1.723800040781497955e-02,3.018200099468231201e-01,5.738899707794188343e-01,5.627300143241882324e-01,3.445700109004973810e-01,6.440500169992446899e-02,-1.996400058269500732e-01,-5.609099939465522072e-02,3.446900099515914917e-02,-5.461300015449523926e-01,-6.000099778175354004e-01,-1.437399983406066895e-01,-2.399100065231322965e-01,-3.155199885368347168e-01,3.297599852085112970e-01,7.826799750328063965e-01,1.034000039100646529e+00,2.126100063323974609e-01,-3.564499914646149237e-01,-5.545499920845031738e-01,-9.811800122261049584e-01,3.627099841833114624e-02,1.059599965810775618e-01,5.316900014877319336e-01,6.160600185394287109e-01,5.932000279426574707e-01,3.497399985790253241e-01,2.076199948787688931e-01
-6.641100347042083740e-02,-6.701300293207168579e-02,1.203500032424926758e-01,2.607699930667877197e-01,2.690999954938888203e-02,-4.237599968910216730e-01,-6.402400135993957520e-01,-5.070899724960326038e-01,-4.882099926471710760e-01,3.800700008869171143e-01,1.007300019264221413e+00,1.059900045394897461e+00,3.010500073432921808e-01,-5.363000035285948597e-01,-4.639900103211402199e-02,2.572900056838989258e-01,5.577200055122375488e-01,5.901399850845335804e-01,4.096699953079224743e-01,1.364399939775466919e-01,-9.738100320100784302e-02,-2.756199985742568970e-02,6.980200111865997314e-02,-5.561299920082092285e-01,-6.143400073051452637e-01,-2.228800058364867887e-01,-3.131400048732757013e-01,-3.776699900627136230e-01,2.439299970865249911e-01,7.352600097656250000e-01,1.022400021553039551e+00,4.562000036239624023e-01,-1.088299974799156189e-01,-3.219600021839141846e-01,-9.785900115966795765e-01,7.431599777191876498e-03,5.530900135636329651e-02,5.068200230598449707e-01,6.034100055694580078e-01,6.200799942016601562e-01,4.129900038242340088e-01,2.749899923801422119e-01
-9.348600357770919800e-02,-1.188099980354308943e-01,7.551000267267225785e-02,2.710399925708770752e-01,1.538999974727630615e-01,-3.128100037574768066e-01,-6.074600219726562500e-01,-4.753499925136566162e-01,-5.932800173759460449e-01,2.040999978780746182e-01,9.443500041961669922e-01,1.059200048446655273e+00,5.820699930191040039e-01,-2.966499924659728449e-01,-7.369600236415861649e-02,2.087399959564208707e-01,5.305200219154357910e-01,6.085900068283081055e-01,4.667400121688842218e-01,2.104600071907043457e-01,-7.544999942183493701e-03,1.669400022365152836e-03,9.709300100803378020e-02,-5.564699769020079456e-01,-6.189900040626524769e-01,-2.982000112533569336e-01,-3.803499937057495117e-01,-4.333100020885468084e-01,1.493300050497055054e-01,6.599500179290771484e-01,9.742299914360046387e-01,6.905400156974792480e-01,1.594000011682510376e-01,-5.079700052738189697e-02,-9.484999775886535645e-01,-2.167000062763690948e-02,7.603399921208620071e-03,4.716599881649016779e-01,5.787000060081481934e-01,6.389200091361999512e-01,4.682500064373015802e-01,3.400700092315673273e-01
-1.172299981117248258e-01,-1.710599958896636685e-01,2.110400050878525127e-02,2.557399868965148926e-01,2.642399966716765802e-01,-1.752900034189224243e-01,-5.461500287055968128e-01,-4.251999855041503906e-01,-6.797599792480467640e-01,1.637200079858303070e-02,8.497099876403807484e-01,1.059800028800964355e+00,8.047800064086912952e-01,-1.523500028997659683e-02,-9.816599637269970979e-02,1.577100008726119995e-01,4.921799898147583008e-01,6.174100041389464222e-01,5.156199932098387562e-01,2.839800119400023859e-01,6.966300308704376221e-02,3.065700083971023213e-02,1.149299964308738986e-01,-5.464800000190734863e-01,-6.128799915313719593e-01,-3.667899966239929199e-01,-4.395999908447265625e-01,-4.813100099563599743e-01,5.034900084137916565e-02,5.632799863815307617e-01,9.101799726486206055e-01,8.933600187301634632e-01,4.349899888038635254e-01,2.427899986505508423e-01,-8.785200119018553577e-01,-5.006900057196617126e-02,-3.657700121402740479e-02,4.266700148582457386e-01,5.409600138664244495e-01,6.487100124359130859e-01,5.156499743461609997e-01,3.995499908924102783e-01
-1.368899941444396695e-01,-2.218700051307678500e-01,-4.011400043964385292e-02,2.197300046682357788e-01,3.456400036811828613e-01,-1.782800070941448212e-02,-4.493300020694733221e-01,-3.582600057125092108e-01,-7.430099844932557263e-01,-1.773599982261657437e-01,7.190499901771546520e-01,1.062500000000000000e+00,9.344900250434877709e-01,2.852599918842316229e-01,-1.190000027418136735e-01,1.059599965810775618e-01,4.432800114154816229e-01,6.160600185394287109e-01,5.566300153732299805e-01,3.530899882316589355e-01,1.400399953126907349e-01,5.847499892115593650e-02,1.225799992680549483e-01,-5.263000130653380237e-01,-5.954399704933166504e-01,-4.276300072669983465e-01,-4.907400012016295832e-01,-5.222200155258178711e-01,-4.891100153326988220e-02,4.515100121498107910e-01,8.278700113296508789e-01,1.035400032997131126e+00,6.953999996185302734e-01,5.319100022315980114e-01,-7.574200034141540527e-01,-7.683300226926802201e-02,-7.107400149106979370e-02,3.726600110530853271e-01,4.894999861717224121e-01,6.484900116920471191e-01,5.227500200271606445e-01,4.517700076103209894e-01
