1.067899987101554871e-01,1.243799999356269836e-01,7.465799897909164429e-02,-2.064400017261505127e-01,-5.650699734687805176e-01,-6.208000183105468750e-01,-5.681300163269042969e-01,-3.314499855041503906e-01,3.006899952888488770e-01,1.001299977302551270e+00,8.771600127220153809e-01,-1.237299963831901550e-01,-9.433100223541259766e-01,-9.738799929618835449e-01,1.224299967288970947e-01,4.234499931335449219e-01,5.004100203514099121e-01,3.019999861717224121e-01,-3.856800124049186707e-02,-3.641900122165679932e-01,-5.987100005149841309e-01,1.767620051396079361e-05
8.240199834108352661e-02,1.149500012397766113e-01,1.221200004220008850e-01,-1.077499985694885254e-01,-5.094900131225585938e-01,-6.257299780845642090e-01,-5.968599915504455566e-01,-3.982000052928924561e-01,1.687700003385543823e-01,9.475399851799011230e-01,1.023399949073791504e+00,1.443600058555603027e-01,-8.488100171089172363e-01,-9.817600250244140625e-01,9.852799773216247559e-02,4.151499867439270020e-01,5.341299772262573242e-01,3.692800104618072510e-01,3.648800030350685120e-02,-2.689299881458282471e-01,-5.667099952697753906e-01,7.069000275805592537e-05
5.469299852848052979e-02,9.496100246906280518e-02,1.552799940109252930e-01,-9.251199662685394287e-03,-4.348799884319305420e-01,-6.204000115394592285e-01,-6.205899715423583984e-01,-4.515199959278106689e-01,3.228300064802169800e-02,8.764299750328063965e-01,1.093700051307678223e+00,4.205600023269653320e-01,-7.047299742698669434e-01,-9.738600254058837891e-01,7.170099765062332153e-02,3.983899950981140137e-01,5.589100122451782227e-01,4.296599924564361572e-01,1.146100014448165894e-01,-1.733800023794174194e-01,-5.000600218772888184e-01,1.590479951119050384e-04
2.471899986267089844e-02,6.508699804544448853e-02,1.716399937868118286e-01,8.314300328493118286e-02,-3.406099975109100342e-01,-6.014500260353088379e-01,-6.388800144195556641e-01,-4.896099865436553955e-01,-1.052400022745132446e-01,7.867299914360046387e-01,1.100700020790100098e+00,6.837900280952453613e-01,-5.092700123786926270e-01,-9.359499812126159668e-01,4.279899969696998596e-02,3.733800053596496582e-01,5.740100145339965820e-01,4.821999967098236084e-01,1.943400055170059204e-01,-8.565700054168701172e-02,-4.104300141334533691e-01,2.827600110322237015e-04
-6.265299860388040543e-03,2.696499973535537720e-02,1.707299947738647461e-01,1.630599945783615112e-01,-2.289499938488006592e-01,-5.652199983596801758e-01,-6.504700183868408203e-01,-5.115299820899963379e-01,-2.404499948024749756e-01,6.747800111770629883e-01,1.079300045967102051e+00,9.313399791717529297e-01,-2.685999870300292969e-01,-8.558300137519836426e-01,1.282900013029575348e-02,3.409099876880645752e-01,5.791900157928466797e-01,5.266699790954589844e-01,2.721099853515625000e-01,-7.709799800068140030e-03,-3.073700070381164551e-01,4.417999880388379097e-04
-3.703299909830093384e-02,-1.773300021886825562e-02,1.529899984598159790e-01,2.240000069141387939e-01,-1.040100008249282837e-01,-5.072699785232543945e-01,-6.524800062179565430e-01,-5.160300135612487793e-01,-3.693000078201293945e-01,5.385800004005432129e-01,1.048799991607666016e+00,1.032699942588806152e+00,7.382200099527835846e-03,-7.238199710845947266e-01,-1.723800040781497955e-02,3.018200099468231201e-01,5.738899707794189453e-01,5.627300143241882324e-01,3.445700109004974365e-01,6.440500169992446899e-02,-1.996400058269500732e-01,6.361799896694719791e-04
-6.641100347042083740e-02,-6.701300293207168579e-02,1.203500032424926758e-01,2.607699930667877197e-01,2.690999954938888550e-02,-4.237599968910217285e-01,-6.402400135993957520e-01,-5.070899724960327148e-01,-4.882099926471710205e-01,3.800700008869171143e-01,1.007300019264221191e+00,1.059900045394897461e+00,3.010500073432922363e-01,-5.363000035285949707e-01,-4.639900103211402893e-02,2.572900056838989258e-01,5.577200055122375488e-01,5.901399850845336914e-01,4.096699953079223633e-01,1.364399939775466919e-01,-9.738100320100784302e-02,8.659000159241259098e-04
-9.348600357770919800e-02,-1.188099980354309082e-01,7.551000267267227173e-02,2.710399925708770752e-01,1.538999974727630615e-01,-3.128100037574768066e-01,-6.074600219726562500e-01,-4.753499925136566162e-01,-5.932800173759460449e-01,2.040999978780746460e-01,9.443500041961669922e-01,1.059200048446655273e+00,5.820699930191040039e-01,-2.966499924659729004e-01,-7.369600236415863037e-02,2.087399959564208984e-01,5.305200219154357910e-01,6.085900068283081055e-01,4.667400121688842773e-01,2.104600071907043457e-01,-7.544999942183494568e-03,1.130979973822832108e-03
-1.172299981117248535e-01,-1.710599958896636963e-01,2.110400050878524780e-02,2.557399868965148926e-01,2.642399966716766357e-01,-1.752900034189224243e-01,-5.461500287055969238e-01,-4.251999855041503906e-01,-6.797599792480468750e-01,1.637200079858303070e-02,8.497099876403808594e-01,1.059800028800964355e+00,8.047800064086914062e-01,-1.523500028997659683e-02,-9.816599637269973755e-02,1.577100008726119995e-01,4.921799898147583008e-01,6.174100041389465332e-01,5.156199932098388672e-01,2.839800119400024414e-01,6.966300308704376221e-02,1.431380049325525761e-03
-1.368899941444396973e-01,-2.218700051307678223e-01,-4.011400043964385986e-02,2.197300046682357788e-01,3.456400036811828613e-01,-1.782800070941448212e-02,-4.493300020694732666e-01,-3.582600057125091553e-01,-7.430099844932556152e-01,-1.773599982261657715e-01,7.190499901771545410e-01,1.062500000000000000e+00,9.344900250434875488e-01,2.852599918842315674e-01,-1.190000027418136597e-01,1.059599965810775757e-01,4.432800114154815674e-01,6.160600185394287109e-01,5.566300153732299805e-01,3.530899882316589355e-01,1.400399953126907349e-01,1.767119974829256535e-03
-1.517000049352645874e-01,-2.967599928379058838e-01,-1.057400032877922058e-01,1.686300039291381836e-01,3.880299925804138184e-01,1.470399945974349976e-01,-3.110499978065490723e-01,-2.767699956893920898e-01,-7.771599888801574707e-01,-3.715899884700775146e-01,5.522699952125549316e-01,1.055299997329711914e+00,9.788200259208679199e-01,5.660099983215332031e-01,-1.352999955415725708e-01,5.530900135636329651e-02,3.845500051975250244e-01,6.034100055694580078e-01,5.897700190544128418e-01,4.149099886417388916e-01,2.089200019836425781e-01,2.138199983164668083e-03
