-6.988000273704528809e-01,4.418399839778430760e-06
-5.406600236892700195e-01,1.767200046742800623e-05
-3.634699881076812744e-01,3.976150037487968802e-05
-1.730400025844573975e-01,7.068499689921736717e-05
2.390299923717975616e-02,1.104449984268285334e-04
2.202499955892562866e-01,1.590449974173679948e-04
4.089699983596801758e-01,2.164750039810314775e-04
5.835999846458435059e-01,2.827449934557080269e-04
7.372199892997741699e-01,3.578450123313814402e-04
8.646000027656555176e-01,4.417799937073141336e-04
9.601600170135498047e-01,5.345499957911670208e-04
1.021199941635131836e+00,6.361500127241015434e-04
1.045099973678588867e+00,7.465999806299805641e-04
1.031100034713745117e+00,8.658500155434012413e-04
9.807599782943725586e-01,9.939499432221055031e-04
8.948299884796142578e-01,1.130899996496737003e-03
7.775899767875671387e-01,1.276600058190524578e-03
6.326900124549865723e-01,1.431199954822659492e-03
4.654999971389770508e-01,1.594600034877657890e-03
2.819699943065643311e-01,1.766799949109554291e-03
8.753000199794769287e-02,1.947800046764314175e-03
-1.100900024175643921e-01,2.137599978595972061e-03
-3.044100105762481689e-01,2.336200093850493431e-03
-4.884800016880035400e-01,2.543600043281912804e-03
-6.551700234413146973e-01,2.759750001132488251e-03
-7.988899946212768555e-01,2.984700025990605354e-03
-9.134299755096435547e-01,3.218400059267878532e-03
-9.954699873924255371e-01,3.460850100964307785e-03
-1.041200041770935059e+00,3.712000092491507530e-03
-1.049600005149841309e+00,3.971899859607219696e-03
-1.020599961280822754e+00,4.240449983626604080e-03
-9.548599720001220703e-01,4.517700057476758957e-03
-8.558499813079833984e-01,4.803650081157684326e-03
-7.264800071716308594e-01,5.098000168800354004e-03
-5.719299912452697754e-01,5.401500035077333450e-03
-3.975499868392944336e-01,5.712999962270259857e-03
-2.089000046253204346e-01,6.033500190824270248e-03
-1.276199985295534134e-02,6.362000014632940292e-03
1.839700043201446533e-01,6.699500139802694321e-03
3.742100000381469727e-01,7.044999860227108002e-03
5.511400103569030762e-01,7.399000227451324463e-03
7.081199884414672852e-01,7.761499844491481781e-03
8.395199775695800781e-01,8.132499642670154572e-03
9.403899908065795898e-01,8.511500433087348938e-03
1.006700038909912109e+00,8.898500353097915649e-03
1.036599993705749512e+00,9.294000454246997833e-03
1.028399944305419922e+00,9.696999564766883850e-03
9.836300015449523926e-01,1.010849978774785995e-02
