-7.034699916839599609e-01,1.767620051396079361e-05
-5.460199713706970215e-01,7.069000275805592537e-05
-3.693000078201293945e-01,1.590479951119050384e-04
-1.791599988937377930e-01,2.827600110322237015e-04
1.745299994945526123e-02,4.417999880388379097e-04
2.135799974203109741e-01,6.361799896694719791e-04
4.022899866104125977e-01,8.659000159241259098e-04
5.770099759101867676e-01,1.130979973822832108e-03
7.306399941444396973e-01,1.431380049325525761e-03
8.580999970436096191e-01,1.767119974829256535e-03
9.534900188446044922e-01,2.138199983164668083e-03
1.014500021934509277e+00,2.544600050896406174e-03
1.038100004196166992e+00,2.986399922519922256e-03
1.023800015449523926e+00,3.463400062173604965e-03
9.730100035667419434e-01,3.975799772888422012e-03
8.866599798202514648e-01,4.523599985986948013e-03
7.689399719238281250e-01,5.106600001454353333e-03
6.235700249671936035e-01,5.724799819290637970e-03
4.556500017642974854e-01,6.378400139510631561e-03
2.713699936866760254e-01,7.067199796438217163e-03
7.625000178813934326e-02,7.791200187057256699e-03
-1.220400035381317139e-01,8.550399914383888245e-03
-3.166899979114532471e-01,9.344800375401973724e-03
-5.013200044631958008e-01,1.017440017312765121e-02
-6.686099767684936523e-01,1.103900000452995300e-02
-8.130400180816650391e-01,1.193880010396242142e-02
-9.285500049591064453e-01,1.287360023707151413e-02
-1.011399984359741211e+00,1.384340040385723114e-02
-1.057999968528747559e+00,1.484800036996603012e-02
-1.067299962043762207e+00,1.588759943842887878e-02
-1.039100050926208496e+00,1.696179993450641632e-02
-9.740200042724609375e-01,1.807080022990703583e-02
-8.756600022315979004e-01,1.921460032463073730e-02
-7.469199895858764648e-01,2.039200067520141602e-02
-5.930799841880798340e-01,2.160600014030933380e-02
-4.192200005054473877e-01,2.285199984908103943e-02
-2.313300073146820068e-01,2.413400076329708099e-02
-3.593299910426139832e-02,2.544800005853176117e-02
1.600700020790100098e-01,2.679800055921077728e-02
3.497200012207031250e-01,2.817999944090843201e-02
5.259799957275390625e-01,2.959600090980529785e-02
6.823700070381164551e-01,3.104599937796592712e-02
8.133500218391418457e-01,3.252999857068061829e-02
9.132400155067443848e-01,3.404600173234939575e-02
9.788399934768676758e-01,3.559400141239166260e-02
1.008499979972839355e+00,3.717600181698799133e-02
9.991300106048583984e-01,3.878799825906753540e-02
9.535700082778930664e-01,4.043399915099143982e-02
8.725399971008300781e-01,4.211200028657913208e-02
7.594699859619140625e-01,4.382000118494033813e-02
