,loss,rel_rmse,val_loss,val_rel_rmse
1,1.3764553117752074,0.9003058671951294,1.0217636041868179,0.7540906667709351
2,0.6339610350131989,0.6090185642242432,0.4141114817467206,0.5550174713134766
3,0.3188717329502106,0.4333060383796692,0.23616106078282248,0.39639532566070557
4,0.1796344882249832,0.32521551847457886,0.13688191919984002,0.3119572103023529
5,0.11934331923723221,0.26679471135139465,0.10588694299102955,0.28707876801490784
6,0.0910146951675415,0.23319412767887115,0.08546980387464115,0.25553232431411743
7,0.07713400840759277,0.21441450715065002,0.08458844080445528,0.254032164812088
8,0.06903568163514137,0.2026737928390503,0.06688998616888636,0.22698792815208435
9,0.06258736029267312,0.19295810163021088,0.0634382133685623,0.21516981720924377
10,0.05894751116633415,0.18729256093502045,0.06033559498267941,0.21373550593852997
11,0.05594787761569023,0.18272043764591217,0.05657013672535481,0.2017395794391632
12,0.0526650770008564,0.17714671790599823,0.05259957386535359,0.19377322494983673
13,0.04970056354999542,0.17207805812358856,0.05182680086137633,0.18893307447433472
14,0.0476329705119133,0.16822317242622375,0.050568962965940135,0.18503665924072266
15,0.045867169201374056,0.16512815654277802,0.047368335182949646,0.17859652638435364
16,0.04365397959947586,0.16128647327423096,0.050095856508732384,0.18047741055488586
17,0.0433783209323883,0.16077600419521332,0.047731086134138484,0.17541171610355377
18,0.04118079960346222,0.15683069825172424,0.0488092211051355,0.18027344346046448
19,0.039603662341833115,0.1535569727420807,0.04657373375404696,0.17154276371002197
20,0.039097500517964366,0.15260790288448334,0.042771397591354336,0.16348160803318024
21,0.03850101761519909,0.15135277807712555,0.04757217568689816,0.17170727252960205
22,0.036470848694443704,0.147456556558609,0.04223551062076622,0.16074979305267334
23,0.035041723400354385,0.14455494284629822,0.04258401004385329,0.16248290240764618
24,0.03421290412545204,0.14274051785469055,0.03899996073284365,0.1551600992679596
25,0.03356056801974774,0.1416112184524536,0.03788102418927159,0.15272082388401031
26,0.03310214176774025,0.1403704136610031,0.038386455707215376,0.15341457724571228
27,0.03287894323468208,0.1399499773979187,0.04220613667438571,0.16029079258441925
28,0.031831941157579424,0.13764435052871704,0.04076271743822681,0.1575770080089569
29,0.03109120450913906,0.136287122964859,0.036179683856828036,0.14778894186019897
30,0.03038384698331356,0.1346498727798462,0.03571813578513862,0.14806494116783142
31,0.02968931309878826,0.1329980343580246,0.034429916298540385,0.14320462942123413
32,0.02884165421128273,0.13100621104240417,0.0367153579774304,0.14729519188404083
33,0.028208395764231682,0.1298118531703949,0.031552553496844035,0.13813720643520355
34,0.027812802195549012,0.1286984384059906,0.03178129298482472,0.13773100078105927
35,0.027226874604821205,0.12733301520347595,0.033478087483061095,0.1418110430240631
36,0.02707864910364151,0.1269083023071289,0.03546648760270738,0.14712977409362793
37,0.026561956852674484,0.12585796415805817,0.02968639215777364,0.13398686051368713
38,0.02593769483268261,0.1242315024137497,0.032051434888349925,0.1357450932264328
39,0.025815299302339553,0.12404884397983551,0.0312066663195778,0.13562315702438354
40,0.026131257861852646,0.12492189556360245,0.030484732891045654,0.1339540183544159
41,0.02478150337934494,0.1213936135172844,0.030025550877755644,0.1319166123867035
42,0.024304458275437354,0.12031783908605576,0.030848301826894277,0.13191001117229462
43,0.024005281254649163,0.1196230947971344,0.030659623830129778,0.13402283191680908
44,0.02423553302884102,0.12010303139686584,0.028660299725386314,0.13143733143806458
45,0.0235543954372406,0.11838173866271973,0.029887919522087938,0.13236668705940247
