0,1
0.02,1.4158
0.03,1.2463
0.04,1.0253
0.05,0.7700899999999999
0.06,0.49928
0.07,0.22514
0.08,-0.026376999999999998
0.09,-0.26923
0.1,-0.48533999999999994
0.11,-0.65433
0.12,-0.77698
0.13,-0.8658799999999999
0.14,-0.9035700000000001
0.15,-0.9029799999999999
0.16,-0.86793
0.17,-0.80501
0.18,-0.72131
0.19,-0.62626
0.2,-0.52665
0.21,-0.42728
0.22,-0.33221999999999996
0.23,-0.24456
0.24,-0.16485
0.25,-0.093485
0.26,-0.028263
0.27,0.034201999999999996
0.28,0.097009
0.29,0.162
0.3,0.23135999999999998
0.31,0.30607
0.32,0.38338
0.33,0.46356
0.34,0.5418
0.35,0.61745
0.36,0.6835600000000001
0.37,0.73605
0.38,0.76815
0.39,0.77347
0.4,0.7480600000000001
0.41,0.69714
0.42,0.60554
0.43,0.47968
0.44,0.31863
0.45,0.13164
0.46,-0.074769
0.47,-0.29295
0.48,-0.51986
0.49,-0.73264
0.5,-0.92627
0.51,-1.0866
0.52,-1.2048
0.53,-1.2792
0.54,-1.2944
0.55,-1.2513
0.56,-1.1565
0.57,-1.01
0.58,-0.8177800000000001
0.59,-0.58619
0.6,-0.32434
0.61,-0.044802999999999996
0.62,0.2411
0.63,0.51968
0.64,0.7774300000000001
0.65,1.0011
0.66,1.1814
0.67,1.3114
0.68,1.3843
0.69,1.4004
0.7,1.3575
0.71,1.263
0.72,1.1174
0.73,0.93014
0.74,0.70925
0.75,0.46446000000000004
0.76,0.20611999999999997
0.77,-0.054983000000000004
0.78,-0.30874
0.79,-0.54585
0.8,-0.7570899999999999
0.81,-0.93489
0.82,-1.0742
0.83,-1.1699
0.84,-1.2207
0.85,-1.227
0.86,-1.1893
0.87,-1.111
0.88,-0.9968100000000001
0.89,-0.8508700000000001
0.9,-0.68002
0.91,-0.48926000000000003
0.92,-0.28547
0.93,-0.074882
0.94,0.13615
0.95,0.34016
0.96,0.53037
0.97,0.70062
0.98,0.84451
0.99,0.95763
1.0,1.0362
1.01,1.0773
1.02,1.0796
1.03,1.0436
1.04,0.9702799999999999
1.05,0.86206
1.06,0.72195
1.07,0.55504
1.08,0.36575
1.09,0.16147999999999998
1.1,-0.051994000000000005
1.11,-0.26616
1.12,-0.47258999999999995
1.13,-0.66288
1.14,-0.8296399999999999
1.15,-0.96472
1.16,-1.0628
1.17,-1.12
1.18,-1.1331
1.19,-1.1028
1.2,-1.0290000000000001
1.21,-0.91619
1.22,-0.7689699999999999
1.23,-0.59319
1.24,-0.39547
1.25,-0.18377000000000002
1.26,0.033819999999999996
1.27,0.24946
1.28,0.45501
1.29,0.64227
1.3,0.80499
1.31,0.93615
1.32,1.0325
1.33,1.0913
1.34,1.1113
1.35,1.0934
1.36,1.0394
1.37,0.95294
