0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.02,-0.18781,-0.38545,-0.18303,0.14955,0.41826,0.37155,-0.24708000000000002,-0.055787,-0.70662,-0.47731999999999997,0.45306,1.0548,1.018,0.62122,-0.14958,-0.020461,0.28531,0.61235,0.63165,0.45013000000000003,0.26638,-0.18794,-0.34136,-0.09747,0.21525,0.40575,0.21083000000000002,-0.38861,-0.13329000000000002,-0.71554,-0.29949000000000003,0.63862,1.0784,0.9732700000000001,0.326,-0.15025,0.012167,0.36036,0.65867,0.59731,0.39619,0.19868,-0.19787000000000002,-0.28081,-0.018483000000000003,0.26032,0.36449000000000004,0.034960000000000005,-0.4866,-0.21736,-0.67547,-0.07065199999999999,0.80921,1.084,0.83562,0.0021226999999999995,-0.14182999999999998,0.055571,0.40417,0.6432,0.56745,0.33076,0.12418
0.03,-0.17861,-0.4144,-0.27136,0.06868300000000001,0.40624,0.4915,-0.062209,0.029789999999999997,-0.67589,-0.63762,0.24665,0.9990700000000001,1.0255,0.83367,-0.1501,-0.051677999999999995,0.21199,0.55291,0.6622100000000001,0.5250199999999999,0.33084,-0.18781,-0.38545,-0.18303,0.14955,0.41826,0.37155,-0.24708000000000002,-0.055787,-0.70662,-0.47731999999999997,0.45306,1.0548,1.018,0.62122,-0.14958,-0.020461,0.28531,0.61235,0.63165,0.45013000000000003,0.26638,-0.18794,-0.34136,-0.09747,0.21525,0.40575,0.21083000000000002,-0.38861,-0.13329000000000002,-0.71554,-0.29949000000000003,0.63862,1.0784,0.9732700000000001,0.326,-0.15025,0.012167,0.36036,0.65867,0.59731,0.39619,0.19868
0.04,-0.15459,-0.44635,-0.34165999999999996,-0.021013999999999998,0.33769,0.48691,0.15267,0.11137999999999999,-0.60958,-0.81633,0.028067,0.90065,1.0334,0.93806,-0.14027,-0.074763,0.14264000000000002,0.48318999999999995,0.65647,0.56007,0.38948,-0.17861,-0.4144,-0.27136,0.06868300000000001,0.40624,0.4915,-0.062209,0.029789999999999997,-0.67589,-0.63762,0.24665,0.9990700000000001,1.0255,0.83367,-0.1501,-0.051677999999999995,0.21199,0.55291,0.6622100000000001,0.5250199999999999,0.33084,-0.18781,-0.38545,-0.18303,0.14955,0.41826,0.37155,-0.24708000000000002,-0.055787,-0.70662,-0.47731999999999997,0.45306,1.0548,1.018,0.62122,-0.14958,-0.020461,0.28531,0.61235,0.63165,0.45013000000000003,0.26638
0.05,-0.13332,-0.45582,-0.41947,-0.11578,0.27215,0.49901,0.36444,0.18349000000000001,-0.52485,-0.91025,-0.25644,0.7218100000000001,1.0462,0.96767,-0.12135,-0.091407,0.082278,0.4064,0.63789,0.58549,0.43954,-0.15459,-0.44635,-0.34165999999999996,-0.021013999999999998,0.33769,0.48691,0.15267,0.11137999999999999,-0.60958,-0.81633,0.028067,0.90065,1.0334,0.93806,-0.14027,-0.074763,0.14264000000000002,0.48318999999999995,0.65647,0.56007,0.38948,-0.17861,-0.4144,-0.27136,0.06868300000000001,0.40624,0.4915,-0.062209,0.029789999999999997,-0.67589,-0.63762,0.24665,0.9990700000000001,1.0255,0.83367,-0.1501,-0.051677999999999995,0.21199,0.55291,0.6622100000000001,0.5250199999999999,0.33084
0.06,-0.10615999999999999,-0.43493000000000004,-0.48982,-0.21311999999999998,0.19064,0.49676000000000003,0.53265,0.24386,-0.41952,-0.95796,-0.4807,0.5210600000000001,1.0405,0.9773299999999999,-0.1019,-0.10332000000000001,0.02109,0.34626999999999997,0.6066,0.6422,0.4803,-0.13332,-0.45582,-0.41947,-0.11578,0.27215,0.49901,0.36444,0.18349000000000001,-0.52485,-0.91025,-0.25644,0.7218100000000001,1.0462,0.96767,-0.12135,-0.091407,0.082278,0.4064,0.63789,0.58549,0.43954,-0.15459,-0.44635,-0.34165999999999996,-0.021013999999999998,0.33769,0.48691,0.15267,0.11137999999999999,-0.60958,-0.81633,0.028067,0.90065,1.0334,0.93806,-0.14027,-0.074763,0.14264000000000002,0.48318999999999995,0.65647,0.56007,0.38948
0.07,-0.06096699999999999,-0.43061000000000005,-0.52913,-0.30864,0.10117999999999999,0.44748999999999994,0.55299,0.29753,-0.30435999999999996,-0.97921,-0.6906,0.29999000000000003,1.0158,0.9978299999999999,-0.073663,-0.095735,-0.031581,0.25569000000000003,0.56299,0.63974,0.5484100000000001,-0.10615999999999999,-0.43493000000000004,-0.48982,-0.21311999999999998,0.19064,0.49676000000000003,0.53265,0.24386,-0.41952,-0.95796,-0.4807,0.5210600000000001,1.0405,0.9773299999999999,-0.1019,-0.10332000000000001,0.02109,0.34626999999999997,0.6066,0.6422,0.4803,-0.13332,-0.45582,-0.41947,-0.11578,0.27215,0.49901,0.36444,0.18349000000000001,-0.52485,-0.91025,-0.25644,0.7218100000000001,1.0462,0.96767,-0.12135,-0.091407,0.082278,0.4064,0.63789,0.58549,0.43954
0.08,-0.046861,-0.41229,-0.5603899999999999,-0.39847,0.008190300000000001,0.36664,0.58562,0.34092,-0.17911,-0.94126,-0.87472,0.054822,0.95529,1.0065,-0.038995999999999996,-0.08112,-0.07449,0.16485999999999998,0.54823,0.62689,0.57523,-0.06096699999999999,-0.43061000000000005,-0.52913,-0.30864,0.10117999999999999,0.44748999999999994,0.55299,0.29753,-0.30435999999999996,-0.97921,-0.6906,0.29999000000000003,1.0158,0.9978299999999999,-0.073663,-0.095735,-0.031581,0.25569000000000003,0.56299,0.63974,0.5484100000000001,-0.10615999999999999,-0.43493000000000004,-0.48982,-0.21311999999999998,0.19064,0.49676000000000003,0.53265,0.24386,-0.41952,-0.95796,-0.4807,0.5210600000000001,1.0405,0.9773299999999999,-0.1019,-0.10332000000000001,0.02109,0.34626999999999997,0.6066,0.6422,0.4803
0.09,-0.015590000000000001,-0.35225,-0.5878399999999999,-0.4553,-0.075168,0.26777,0.56139,0.36854000000000003,-0.046149,-0.87628,-1.0247,-0.20636999999999997,0.84855,1.0097,-0.0095,-0.054701,-0.1177,0.07598300000000001,0.41146000000000005,0.65081,0.59548,-0.046861,-0.41229,-0.5603899999999999,-0.39847,0.008190300000000001,0.36664,0.58562,0.34092,-0.17911,-0.94126,-0.87472,0.054822,0.95529,1.0065,-0.038995999999999996,-0.08112,-0.07449,0.16485999999999998,0.54823,0.62689,0.57523,-0.06096699999999999,-0.43061000000000005,-0.52913,-0.30864,0.10117999999999999,0.44748999999999994,0.55299,0.29753,-0.30435999999999996,-0.97921,-0.6906,0.29999000000000003,1.0158,0.9978299999999999,-0.073663,-0.095735,-0.031581,0.25569000000000003,0.56299,0.63974,0.5484100000000001
0.1,0.014846999999999999,-0.314,-0.59919,-0.52005,-0.1696,0.17226,0.49751999999999996,0.38184,0.08357200000000001,-0.78728,-1.0708,-0.47116,0.69229,0.99311,0.020525,-0.019658000000000002,-0.13765,-0.0083387,0.31122,0.61232,0.60955,-0.015590000000000001,-0.35225,-0.5878399999999999,-0.4553,-0.075168,0.26777,0.56139,0.36854000000000003,-0.046149,-0.87628,-1.0247,-0.20636999999999997,0.84855,1.0097,-0.0095,-0.054701,-0.1177,0.07598300000000001,0.41146000000000005,0.65081,0.59548,-0.046861,-0.41229,-0.5603899999999999,-0.39847,0.008190300000000001,0.36664,0.58562,0.34092,-0.17911,-0.94126,-0.87472,0.054822,0.95529,1.0065,-0.038995999999999996,-0.08112,-0.07449,0.16485999999999998,0.54823,0.62689,0.57523
0.11,0.043269999999999996,-0.26955999999999997,-0.5939,-0.57225,-0.25993,0.083824,0.40667,0.38013,0.201,-0.70181,-1.0736,-0.77289,0.48728999999999995,0.9424,0.049847,0.023052,-0.14207999999999998,-0.10289000000000001,0.20159000000000002,0.55734,0.61703,0.014846999999999999,-0.314,-0.59919,-0.52005,-0.1696,0.17226,0.49751999999999996,0.38184,0.08357200000000001,-0.78728,-1.0708,-0.47116,0.69229,0.99311,0.020525,-0.019658000000000002,-0.13765,-0.0083387,0.31122,0.61232,0.60955,-0.015590000000000001,-0.35225,-0.5878399999999999,-0.4553,-0.075168,0.26777,0.56139,0.36854000000000003,-0.046149,-0.87628,-1.0247,-0.20636999999999997,0.84855,1.0097,-0.0095,-0.054701,-0.1177,0.07598300000000001,0.41146000000000005,0.65081,0.59548
