,W1,b1,W2,b2
0,0.3507154925584016,-0.3507200635653315,0.8364444518563076,0.009951394541715666
1,0.2532962117892911,-0.253300599747191,0.47666294559455163,
2,0.5182682993424267,-0.45062908435930066,0.5442896818253915,
3,0.16075263510958132,-0.16083402174567443,0.5543827799478885,
4,0.2504056352642641,-0.022680078058623175,0.026267318303627135,
5,0.6063258941329642,-0.07278550831612442,-0.1460967735006288,
6,-0.11940063477038979,-0.20185616905860315,0.8771786162306819,
7,0.12613679870514963,-0.12614157743184398,0.2644758915221258,
8,-0.00930205181687014,-0.04477662048653066,0.1919567115438916,
9,0.226267518270128,-0.22612511864673993,0.3161678099804887,
10,0.16905602666193698,-0.22225709454407525,0.9199611402684349,
11,0.413432407671095,-0.09658457783276572,0.24106711738972308,
12,0.4910520666944273,-0.4908014359919931,0.687996841775797,
13,0.4048976063381293,-0.04023415140459696,0.10965132730258004,
14,0.2706240022543572,-0.2706480216532325,0.9019263173309324,
15,0.49905540944863475,-0.14613724009235565,0.31083824933453497,
16,0.3269118751657493,-0.32691359228549044,0.5442585306671671,
17,0.042959656695435736,-0.1286261355622685,0.5407824900929862,
18,0.285865096280132,-0.2697490726410858,0.33014839814177066,
19,0.323771914270104,-0.029906150828523815,0.057268575857937855,
20,0.5101417965995401,-0.23138697793548,0.3645823394844994,
21,0.29774166003684605,-0.29669847707588387,0.3972303897242086,
22,0.2326292529099897,-0.23273266041668136,0.8173380305619301,
23,0.15317859707648557,-0.15318313383943022,0.35831180427459863,
24,0.36347922578295633,-0.03509031835971459,0.08763824961772768,
25,0.5718836953772873,-0.40507803690636246,0.5080306073895912,
26,0.8519408152632764,-0.0802564345218153,0.17907882872633982,
27,0.2631312506703215,-0.2631460239478946,0.563450195744883,
28,0.8215641830396369,-0.07947277580206386,-0.049306521863918665,
29,0.3855453772692822,-0.2406661678952195,0.32011778224000725,
30,0.11978364990523717,-0.011684007392381165,0.030217137432144214,
31,0.4637237771188289,-0.42477578391566406,0.515445368417101,
32,0.04848075022419246,-0.10017790767014015,0.41888470809740136,
33,0.1607230846968958,-0.16040543813665492,0.21817352525237066,
34,0.23329443765496424,-0.23332849077595072,0.6429870581236549,
35,0.25681297427574096,-0.25682427546839437,0.5436908006675815,
36,0.4482000956932508,-0.051352464279828695,0.16579598749191032,
37,0.43040752627966006,-0.05206083546530791,0.17094168588711486,
38,0.5486166829715491,-0.07581655817929382,0.24736585614778486,
39,0.6010756011294296,-0.05594158361820032,-0.0021442882435977794,
40,0.05328460779794139,-0.1639582525309366,0.6895544335885901,
41,0.7584192992753683,-0.07010560222115834,0.13530462336213767,
42,0.550635567722444,-0.5450398028043982,0.7062545872726058,
43,0.9633686603304331,-0.09852580366864969,-0.11410387796109878,
44,0.6176462014947822,-0.26611788295504146,0.43380382780408944,
45,0.5724180452514601,-0.06506582015325812,0.20939266391187308,
46,0.033997497273657085,-0.19674675648089565,0.8320224861159133,
47,0.62548093508846,-0.07070094682264866,0.2268868389173681,
48,0.022884988694359037,-0.11507521630230962,0.4861837178409284,
49,-0.044736622362176515,-0.15888105300534558,0.6829111757503332,
50,0.9767939271943266,-0.10926340950250507,-0.18686942892407665,
51,0.4359457116739405,-0.03984251815244304,0.016753266950381505,
52,0.29869009377912803,-0.027286651697065713,0.011891317203931325,
53,-0.06626954040192014,-0.1834178913155358,0.7906089060464926,
54,0.6576683728040779,-0.06991971095615264,-0.10004612584753286,
55,0.41997257563960827,-0.41997654897615294,0.6776803374545819,
56,0.03618577972091531,-0.061641169832635234,0.2567769154335525,
57,0.07355140662312827,-0.0735518651401151,0.11752845860361039,
58,0.4919760988968486,-0.06118351166660526,0.2013960605495023,
59,-0.024321871805523393,-0.16552304506015586,0.7080586469192557,
60,0.774820142896864,-0.07305201763124423,-0.019667340762036176,
61,0.20754021834048586,-0.21073588728431344,0.8309715955222353,
62,0.3251725259407048,-0.3251496687804607,0.4602011903317996,
63,0.7090080639653663,-0.0683807447126983,-0.040006281900581656,
64,0.1575444692565992,-0.16970710572958664,0.6981035196982331,
65,0.26006924434936424,-0.026640568585477184,-0.031171683855738475,
66,0.8793918876383379,-0.0797168886635267,0.06749751766489019,
67,0.8484162540827227,-0.08808458452152336,-0.11192346232077297,
68,0.6785940154264394,-0.06904916531704648,0.19792550812821555,
69,0.04559871249791794,-0.180396407861644,0.7606764701853145,
70,0.9179700229220482,-0.11472854966436094,-0.24767916495018188,
71,0.5566800161983539,-0.13504103011258592,0.32845107255857153,
72,0.07352612789584574,-0.1804041609760951,0.7564467160685789,
73,0.7291459771925682,-0.09320883676223238,-0.20865343391099073,
74,-0.03532306086884118,-0.08680767939462156,0.3747822256329991,
75,0.46054990581490124,-0.05353865872872101,-0.1005859363205939,
76,0.8479247164603916,-0.09614236371262248,-0.1704098075003099,
77,0.34927809345108846,-0.346188734307168,0.4504023907862618,
78,0.08258290252793282,-0.0825875426639932,0.29511786474884444,
79,0.10205930326209005,-0.01456435273767485,0.04712194934586267,
80,0.43817374210850435,-0.43818674702228594,0.8299111833402619,
81,0.5199821718696329,-0.047559252140740374,0.018794555799195103,
82,0.3012743236899653,-0.3013432614105996,0.8500714135677899,
83,0.7339509096294984,-0.06656578771034859,0.05290233822420995,
84,0.27308698509664814,-0.27308744710303773,0.4225075341440538,
85,0.024006396153480658,-0.1836284464377078,0.77772546410237,
86,0.34302288053730273,-0.33033765754713224,0.4094571199382406,
87,0.43024486081801916,-0.3260426061922693,0.3981538119103456,
