,loss,rel_rmse,val_loss,val_rel_rmse
1,0.8028014117273791,0.9742680191993713,0.7648651599884033,0.8760684132575989
2,0.529446410721746,0.7888780832290649,0.423434270866986,0.6492734551429749
3,0.3574911931465412,0.6496111154556274,0.34436637034703943,0.5565716624259949
4,0.30297795862987126,0.5972517728805542,0.3027053452257452,0.5019392967224121
5,0.27313831859621507,0.5675415396690369,0.2789090856395919,0.470712810754776
6,0.2544022711186573,0.5465850234031677,0.2618119900339636,0.442584753036499
7,0.240603510161926,0.5313310027122498,0.24778029823611522,0.4233514070510864
8,0.22961591081372623,0.5201272368431091,0.23619174610438018,0.4100708067417145
9,0.2203815641074345,0.509297788143158,0.22587254463598647,0.40041598677635193
10,0.212489220602759,0.49991151690483093,0.21646277243592615,0.38536104559898376
11,0.20574598374037906,0.49307823181152344,0.20934324086932787,0.37525510787963867
12,0.2001036086986805,0.48432251811027527,0.2038182121829997,0.37290000915527344
13,0.1943261931682455,0.476977676153183,0.19702134034114666,0.3637923002243042
14,0.1896490994198569,0.47348687052726746,0.19094362418199406,0.3621046543121338
15,0.185204167818201,0.46657365560531616,0.1856665471247558,0.3568190336227417
16,0.18070087684639569,0.461074560880661,0.18293289310330973,0.3607899844646454
17,0.17675956749710545,0.4556230902671814,0.17572191823273897,0.3521411120891571
18,0.17254400535904127,0.4497718811035156,0.1704038449498857,0.34709712862968445
19,0.1683160264430375,0.4439069926738739,0.16477589116528116,0.33992502093315125
20,0.16456718896997385,0.43907448649406433,0.1596981204146969,0.33656179904937744
21,0.16034876529512734,0.4340422451496124,0.15571039886181726,0.33487001061439514
22,0.15618006525368527,0.4276554584503174,0.1501398131026533,0.32811301946640015
23,0.15229668339778638,0.4235530495643616,0.14564006202372498,0.32066377997398376
24,0.14874050791921287,0.4181083142757416,0.14167802172295493,0.3174956738948822
25,0.14577875620332256,0.4131234288215637,0.1376548041750131,0.317592591047287
26,0.14236156128603836,0.4082159101963043,0.13371248976809197,0.31179770827293396
27,0.1393685736532869,0.4043334722518921,0.1300489502991068,0.3037623167037964
28,0.13638491723044166,0.3996661603450775,0.12757092589062863,0.30589839816093445
29,0.13392106983168373,0.39636489748954773,0.12403390781375868,0.30086371302604675
30,0.13149848888660298,0.39239999651908875,0.12137730888508518,0.29500681161880493
31,0.12822278280710353,0.38751184940338135,0.1185143502782388,0.29458484053611755
32,0.12577810498147174,0.3833663761615753,0.11471163610735073,0.2873901128768921
33,0.12367085444516149,0.3810064196586609,0.1115095008100415,0.28494349122047424
34,0.12088137993524814,0.3770277202129364,0.10944701169199984,0.28419065475463867
35,0.11857514134768782,0.37261754274368286,0.10773843287586651,0.28294914960861206
36,0.11682631435065434,0.36814767122268677,0.10470006740170307,0.28131037950515747
37,0.11432469379285286,0.3666832447052002,0.10216884607256486,0.2753988206386566
38,0.11223572158607943,0.36241066455841064,0.10014907220892351,0.2737376391887665
39,0.11107757327885463,0.3610292673110962,0.09803752085707824,0.27290263772010803
40,0.1088162288069725,0.3575073480606079,0.09507917249896403,0.26835566759109497
41,0.10634830709675262,0.3525698482990265,0.09336836094935906,0.2655549943447113
42,0.10465450687655087,0.35074862837791443,0.09098355232834301,0.2635436952114105
43,0.1029115329528677,0.34660592675209045,0.0911039614985729,0.26723456382751465
44,0.10138611135811641,0.3444022238254547,0.08851172569496878,0.2651999294757843
45,0.09928128894033103,0.3403254747390747,0.08514300586077674,0.25718826055526733
46,0.09802214480165777,0.3390413820743561,0.08465806902225675,0.2624399960041046
47,0.09654012181121728,0.33577683568000793,0.08140465210127676,0.25244590640068054
48,0.0945783294737339,0.332739919424057,0.07983628544827988,0.2505945861339569
49,0.09300871476017196,0.33047059178352356,0.07794043103811042,0.249082550406456
50,0.0917431199602012,0.3283306360244751,0.07772106237324147,0.2545139491558075
51,0.09036576953427546,0.32460328936576843,0.0754531314435961,0.24755291640758514
52,0.0889286234461028,0.32262417674064636,0.07335122790316055,0.24406611919403076
53,0.08789399253397152,0.32093530893325806,0.0750541419336765,0.25439587235450745
54,0.08670346387501421,0.31814461946487427,0.0705364640914546,0.24177800118923187
55,0.0852059621749253,0.31566619873046875,0.06997644385836761,0.24213095009326935
56,0.08381544683000137,0.31330087780952454,0.06917545546231599,0.24247778952121735
57,0.08271218926228326,0.3109675645828247,0.06724624644065726,0.2385403960943222
58,0.08141069897803767,0.3092649579048157,0.0659254248864178,0.23719026148319244
59,0.08014548685530136,0.3062382936477661,0.064597445700703,0.23555244505405426
60,0.07882029100738723,0.3046380281448364,0.06352154521978107,0.23471742868423462
61,0.07778678551830094,0.30113038420677185,0.06277960422448814,0.2331569790840149
62,0.0768348952305728,0.300322949886322,0.060392393136461234,0.2295065075159073
63,0.0758981862715606,0.29821738600730896,0.06083148600662063,0.23239822685718536
